Marca,Modelo,Precio_usd
Chevrolet,Tracker,14500.0
Chevrolet,Blazer,8605.706764760474
Jeep,Renegade,29739.468133574068
Chevrolet,Trailblazer,50115.586453605116
Nissan,Kicks,18983.176686971634
Jeep,Renegade,16000.0
Chery,Tiggo 5,18983.176686971634
Citroën,C4 Cactus,16873.934832863677
Volkswagen,T-Cross,23990.0
Jeep,Compass,29107.53758668984
Hyundai,Galloper,14000.0
Nissan,Kicks,20700.0
Nissan,Kicks,30027.16703508091
Citroën,C4 Cactus,17900.0
Peugeot,2008,15102.17167541299
Citroën,C3 Aircross,12233.602753826164
BMW,X3,59900.0
Jeep,Grand Cherokee,23900.0
Ford,Territory,28601.31954170393
Jeep,Compass,28900.0
Jeep,Renegade,25302.465281879082
Porsche,Macan,160000.0
Peugeot,3008,25000.0
Renault,Duster,17717.63157450686
Citroën,C3 Aircross,27091.10237416263
Chevrolet,Tracker,17717.63157450686
Hyundai,Tucson,27800.0
Audi,Q5,41341.140340516
Peugeot,2008,13414.778192126621
Jeep,Commander,55000.59058771915
Volkswagen,T-Cross,20164.352125272093
Nissan,Kicks,29524.44020721192
Volkswagen,T-Cross,31216.7794407978
Peugeot,2008,14300.0
BMW,X1,17295.783203685267
D·S,DS7 Crossback,33500.0
Peugeot,2008,20079.982451107775
Volkswagen,T-Cross,23623.508766009145
Chevrolet,Tracker,14764.692978755716
Volkswagen,Taos,39223.461518991615
Chevrolet,Tracker,26137.72505610583
Jeep,Compass,38700.36953917284
Volkswagen,T-Cross,10377.469922211161
Peugeot,2008,37038.286958135766
Jeep,Compass,27757.622800060748
Jeep,Compass,38725.68044142213
Renault,Duster,13077.29949546935
Jeep,Compass,28685.68921586825
Nissan,Kicks,20400.0
Land Rover,Range Rover Sport,52000.0
Renault,Duster,22275.281372863337
Peugeot,2008,27082.6654067462
BMW,X1,35998.0
Peugeot,2008,29107.53758668984
Audi,Q2,34000.0
Volkswagen,Nivus,30204.34335082598
Ford,Ecosport,15524.020046234582
Jeep,Renegade,16490.0
Ford,Kuga,13499.147866290941
Volkswagen,Nivus,26070.229316774377
Toyota,RAV4,11900.0
Volkswagen,T-Cross,33916.60901405599
Volkswagen,Tiguan Allspace,33747.869665727354
Peugeot,2008,13330.408517962303
Toyota,Hilux SW4,32000.0
Jeep,Renegade,16800.0
Renault,Duster,11389.90601218298
Volkswagen,Nivus,21092.418541079594
BAIC,X55,36900.0
Toyota,Corolla Cross,34000.0
Ford,Territory,38810.050115586455
Chevrolet,Tracker,25142.162900966876
Jeep,Compass,30500.0
Volkswagen,Taos,31215.935744056158
Kia,Sorento,12655.451124647756
Audi,Q5,16000.0
Citroën,C3 Aircross,27091.10237416263
Renault,Duster,12000.0
Audi,Q5,37000.0
Fiat,Pulse,12647.014157231324
Ford,Ecosport,14680.323304591398
Ford,Ecosport,15186.541349577308
Volvo,XC60,83000.0
Volkswagen,Tiguan,17717.63157450686
Hyundai,Tucson,15500.0
Toyota,Hilux SW4,55000.0
Volkswagen,Taos,37037.443261394124
Jeep,Renegade,26070.229316774377
Jeep,Compass,24500.0
Fiat,Pulse,30000.0
Nissan,X-Terra,18500.0
Ford,Ecosport,15692.759394563218
Renault,Duster,8858.81578725343
Jeep,Renegade,23201.660395187555
Toyota,Hilux SW4,42500.0
Honda,HR-V,21092.418541079594
Jeep,Compass,29500.0
Peugeot,2008,29770.98442535815
Volkswagen,T-Cross,16620.827497764203
Renault,Duster,16452.086462042083
Toyota,Corolla Cross,38900.0
Jeep,Compass,42000.0
Jeep,Grand Cherokee,19900.0
Renault,Captur,8605.706764760474
Jeep,Compass,35266.523800685085
Chevrolet,Tracker,12571.081450483438
Ford,Territory,39274.0833234902
Hyundai,Tucson,27841.992474225066
Jeep,Compass,31638.627811619393
Renault,Duster,14764.692978755716
Mercedes-Benz,Clase GLA,31500.0
Citroën,C3 Aircross,25067.073890960633
Chevrolet,Tracker,21514.266911901188
Jeep,Patriot,13000.0
Chevrolet,Tracker,25057.708857128393
Ford,Ecosport,13920.996237112533
Jeep,Renegade,25310.902249295512
Toyota,SW4,62264.819533266964
Chevrolet,Tracker,27500.0
Ford,Ecosport,18111.637952854227
Volkswagen,T-Cross,28986.045255893223
Volkswagen,Tiguan,11000.0
Volkswagen,Taos,37460.13532895736
Mercedes-Benz,Clase GLC,40000.0
Jeep,Grand Cherokee,50000.0
Peugeot,2008,15186.541349577308
Ford,Ecosport,6900.0
Peugeot,2008,12655.451124647756
Dodge,Journey,12500.0
Toyota,RAV4,12402.342102154802
Nissan,Kicks,19000.0
Chevrolet,Tracker,22000.0
Toyota,Hilux SW4,40000.0
Chevrolet,Tracker,17717.63157450686
Renault,Duster,14174.105259605487
Nissan,Kicks,23000.0
Ford,Ecosport,15186.541349577308
Renault,Duster Oroch,14754.568617855997
Fiat,Pulse,21261.15788940823
Volkswagen,Nivus,23454.76941768051
Ford,Ecosport,15017.80200124867
Ford,Ecosport,12700.0
Hyundai,Tucson,58000.0
Jeep,Commander,46318.95111621079
Ford,Ecosport,12908.560147140712
Jeep,Commander,42470.85027757623
Renault,Captur,22000.0
Mercedes-Benz,Clase GLC,47900.0
Ford,Bronco Sport,41000.0
Audi,Q7,160000.0
Toyota,SW4,32900.0
Ford,Ecosport,13900.0
Jeep,Compass,22779.81202436596
Citroën,C4 Cactus,28685.68921586825
Ford,Ecosport,20079.982451107775
Volkswagen,Tiguan,17900.0
Nissan,Kicks,31174.510234041478
BMW,X3,20248.72179943641
Volkswagen,Tiguan,18900.0
BAIC,X55,37900.0
Honda,HR-V,31975.262811535024
Peugeot,2008,13499.147866290941
Honda,CR-V,17717.63157450686
Jeep,Commander,43020.09685638594
Citroën,C4 Cactus,12655.451124647756
Kia,Sportage,13400.0
Volkswagen,Nivus,31132.409766633482
Ford,Ecosport,13077.29949546935
Jeep,Renegade,24000.0
Citroën,C4 Cactus,17548.89222617822
Jeep,Renegade,25816.27659753978
Citroën,C4 Cactus,15945.868417056174
Renault,Duster Oroch,19500.0
Hyundai,Creta,17400.0
Renault,Duster,22000.0
Jeep,Renegade,26989.85876516545
Toyota,RAV4,19000.0
Jeep,Renegade,25226.532575131194
BAIC,X55,34500.0
Toyota,Corolla Cross,37061.910466901776
Renault,Duster,9111.924809746384
Renault,Duster,17500.0
Jeep,Renegade,36194.59021649259
Renault,Duster,11727.384708840254
Hyundai,Tucson,22800.0
Ford,Bronco Sport,31900.0
Renault,Duster,12655.451124647756
Peugeot,2008,17548.89222617822
Jeep,Grand Cherokee,146002.0
Jeep,Compass,29107.53758668984
Dodge,Journey,15186.541349577308
Toyota,RAV4,20000.0
Audi,Q3 Sportback,54500.0
Peugeot,2008,19404.181361051586
Ford,Bronco Sport,46403.32079037511
Audi,Q5,16500.0
Hyundai,Tucson,14200.0
Jeep,Patriot,10900.0
Citroën,C3 Aircross,26998.295732581882
Fiat,Pulse,10968.057641361389
Fiat,Pulse,10200.0
Jeep,Grand Cherokee,9300.0
Honda,HR-V,20500.0
Ford,Ecosport,12402.342102154802
Jeep,Compass,37957.91640652684
Volkswagen,Taos,32052.039215024553
Mercedes-Benz,Clase GLC,63000.0
Chevrolet,Tracker,15000.0
Renault,Duster Oroch,15608.3897203989
Ford,Ecosport,15608.3897203989
Nissan,Kicks,26534.178155003967
Peugeot,2008,15102.17167541299
Peugeot,3008,31500.0
Jeep,Wrangler,36500.0
Jeep,Wrangler,32900.0
Jeep,Compass,42100.46740799487
Citroën,C4 Cactus,22357.96365354437
Renault,Duster,13119.484332551508
Jeep,Compass,39101.29423080168
Chevrolet,Tracker,25142.07853129271
Honda,HR-V,22779.81202436596
Ford,Ecosport,11500.0
Peugeot,2008,14342.844607934125
Renault,Koleos,25226.532575131194
Fiat,Pulse,26154.5989909387
Ford,Ecosport,16500.0
Chevrolet,Tracker,16873.934832863677
Volkswagen,Taos,30288.7130249903
Toyota,RAV4,24500.0
Nissan,Kicks,19826.873428614817
Renault,Captur,16900.0
Volkswagen,Taos,35266.523800685085
Toyota,Hilux SW4,43787.86089128124
Ford,Kuga,12655.451124647756
Chevrolet,Tracker,32170.1567588546
Ford,Ecosport,14342.844607934125
Peugeot,2008,19995.612776943457
Honda,HR-V,39550.0
Peugeot,2008,16452.086462042083
Kia,Sorento,41000.0
Land Rover,Discovery,34900.0
Chevrolet,Tracker,16873.934832863677
Honda,HR-V,22000.0
Chevrolet,Tracker,15900.0
Hyundai,Santa Fe,29900.0
Volkswagen,Taos,33326.02129490576
BAIC,X55,41459.25788434605
Chery,Tiggo,10546.209270539797
Hyundai,Santa Fe,32819.80324991985
Peugeot,2008,8352.597742267519
Hyundai,Tucson,12000.0
Jeep,Commander,57371.3784317365
Ford,Ecosport,18519.143479067883
Chevrolet,Tracker,14342.844607934125
Hyundai,Tucson,58000.0
Volkswagen,Nivus,25142.162900966876
Fiat,Pulse,22526.703001873007
Toyota,RAV4,66000.0
BAIC,X55,34000.0
Chery,Tiggo 5,16200.0
Renault,Koleos,42100.46740799487
Audi,Q3 Sportback,85000.0
Volkswagen,Touareg,26000.0
Ford,Ecosport,19995.612776943457
Chery,Tiggo,6749.573933145471
Toyota,Corolla Cross,45559.62404873192
Toyota,SW4,46000.0
Ford,Ecosport,8500.0
Nissan,Kicks,17717.63157450686
Fiat,Pulse,26829.556384253243
Chery,Tiggo,11499.586588596594
Volkswagen,Tiguan,47753.235577004205
Honda,CR-V,52300.0
Volkswagen,T-Cross,27841.992474225066
Jeep,Compass,31900.0
Nissan,Kicks,19310.531022729192
Nissan,Kicks,26576.362992086124
Volkswagen,T-Cross,32482.323709565833
Peugeot,2008,15945.868417056174
Honda,CR-V,11500.0
Toyota,Hilux SW4,33500.0
Citroën,C4 Cactus,26576.44736176029
Toyota,Hilux SW4,49800.0
Jeep,Compass,42184.83708215919
Volkswagen,Taos,40497.45287953698
Mercedes-Benz,Clase GLA,31900.0
Hyundai,Tucson,13000.0
Honda,HR-V,20923.67919275096
Toyota,Hilux SW4,36000.0
Nissan,Kicks,21900.0
Nissan,X-Trail,60000.0
Honda,CR-V,35000.0
Ford,Ecosport,14600.0
Honda,HR-V,18500.0
Honda,Pilot,58000.0
Honda,HR-V,35235.0
Peugeot,2008,17900.0
Toyota,SW4,68339.43607309788
Jeep,Renegade,30626.19172164757
Nissan,Kicks,19405.025057793227
Citroën,C4 Cactus,19826.873428614817
Jeep,Renegade,18139.47994532845
Toyota,Land Cruiser,25000.0
Toyota,SW4,37500.0
Nissan,Kicks,32482.324553262577
Hyundai,Tucson,9955.62155138957
Mercedes-Benz,Clase GLK,18500.0
Citroën,C3 Aircross,25226.532575131194
Toyota,Corolla Cross,32819.80324991985
Volkswagen,Tiguan Allspace,26900.0
Chevrolet,Tracker,18139.47994532845
Peugeot,2008,13077.29949546935
Mercedes-Benz,Clase GLC,73000.0
Dodge,Journey,11500.0
Chevrolet,Tracker,16490.0
Ford,Ecosport,15500.0
Toyota,Hilux SW4,46403.32079037511
Chery,Tiggo 5,15380.59160015524
Ford,Ecosport,12500.0
Volkswagen,Nivus,23286.030069351873
Toyota,Corolla Cross,32500.0
Toyota,Hilux SW4,42500.0
Volkswagen,Tiguan Allspace,25310.05855255387
Peugeot,2008,17900.0
Chevrolet,Tracker,14258.474933769807
Ford,Ecosport,15900.0
Renault,Duster,14933.432327084352
BMW,X5,15500.0
Audi,SQ5,82000.0
Jeep,Grand Cherokee,19500.0
BMW,X4,55000.0
Nissan,Kicks,32060.476182440983
Nissan,Kicks,23623.508766009145
Ford,Territory,37122.65663230009
Volkswagen,Taos,36869.54760980713
Ford,Ecosport,10546.209270539797
Volkswagen,Taos,31596.442974537233
Peugeot,2008,32060.476182440983
Toyota,Hilux SW4,42184.83708215919
Renault,Duster,11811.754383004572
Citroën,C4 Cactus,19405.025057793227
Jeep,Compass,15439.650372070264
BMW,X1,34000.0
Ford,Bronco Sport,39653.746857229635
Toyota,Hilux SW4,39900.0
Fiat,Pulse,23117.290721023237
Jeep,Grand Cherokee,34000.0
Hyundai,Tucson,14342.844607934125
Chevrolet,Tracker,12655.451124647756
Peugeot,2008,14511.58395626276
Peugeot,2008,13200.0
Audi,Q3 Sportback,84000.0
Peugeot,2008,17295.783203685267
Toyota,Hilux SW4,40000.0
BMW,X6,74900.0
Mercedes-Benz,Clase GLC,50000.0
Chevrolet,Tracker,18561.328316150044
Toyota,Corolla Cross,40456.1024585323
Renault,Captur,15751.81816647824
Jeep,Renegade,15990.0
Peugeot,2008,15608.3897203989
Hyundai,Creta,29529.385957511433
Audi,Q7,18000.0
BMW,X5,54900.0
Chery,Tiggo 2,16452.086462042083
Chevrolet,Tracker,14900.0
Peugeot,2008,30288.7130249903
Chevrolet,Tracker,15800.0
Ford,Territory,28685.68921586825
Porsche,Cayenne,110000.0
Kia,Soul,16873.934832863677
Suzuki,Jimny,37500.0
Jeep,Renegade,24045.35713683074
Dodge,Journey,10124.360899718205
Citroën,C3 Aircross,24467.20550765233
Ford,Ecosport,12500.0
Peugeot,2008,16452.086462042083
Chevrolet,Tracker,19500.0
Toyota,Corolla Cross,35857.11151983531
Chevrolet,Tracker,15945.868417056174
BMW,X4,79990.0
Toyota,SW4,99500.0
Peugeot,2008,12402.342102154802
Chevrolet,Tracker,28938.797394664463
Mercedes-Benz,Clase GLE,65000.0
Chevrolet,Tracker,21029.141285456357
Jeep,Compass,28263.840845046656
Ford,Kuga,25732.750620117105
Toyota,Corolla Cross,28263.840845046656
Ford,Territory,39231.89848640805
Toyota,SW4,54000.0
Nissan,Kicks,31132.409766633482
Chevrolet,Tracker,29964.058518806
Chevrolet,Tracker,25732.750620117105
Renault,Duster,13246.038843797985
Peugeot,2008,15178.020012486711
Renault,Duster,9300.0
Renault,Duster,14764.692978755716
Volkswagen,Taos,37122.65663230009
Peugeot,2008,13920.996237112533
Nissan,Kicks,23623.508766009145
Jeep,Renegade,17886.370922835496
Peugeot,3008,28000.0
SsangYong,Musso,4500.0
Audi,Q5,14500.0
Volkswagen,Taos,36278.9598906569
Ford,Ecosport,11769.569545922413
Ford,Ecosport,12900.0
Audi,Q3 Sportback,62000.0
BAIC,X55,37900.0
Peugeot,2008,22695.442350201643
Volkswagen,Tiguan,14174.105259605487
Renault,Duster,13600.0
Mitsubishi,Outlander,54000.0
Fiat,Pulse,22104.854631051414
Ford,Territory,28685.68921586825
Mercedes-Benz,Clase GLA,31500.0
BAIC,X35,28200.0
Volkswagen,Nivus,21936.030913048613
Peugeot,2008,16873.934832863677
Renault,Sandero Stepway,13920.996237112533
Toyota,Corolla Cross,36700.808261478494
Jeep,Cherokee,13000.0
Volkswagen,Nivus,23200.81669844591
Toyota,Hilux SW4,20000.0
Volvo,XC60,29000.0
Renault,Duster Oroch,15355.280697905944
Ford,Ecosport,13667.887214619577
Nissan,Kicks,17200.0
Hyundai,Tucson,25564.01127178847
Chevrolet,Tracker,14500.0
Peugeot,2008,14600.0
Jeep,Commander,55592.86401295918
Toyota,Corolla Cross,45474.41067782596
Chevrolet,Tracker,20500.0
Jeep,Compass,35266.523800685085
Chevrolet,Tracker,25310.902249295512
Chery,Tiggo 2,15861.498742891856
Renault,Duster,21093.177868147075
Hyundai,Santa Fe,28000.0
Hyundai,Tucson,23500.0
Chery,Tiggo,11500.0
Jeep,Compass,28685.68921586825
Volkswagen,T-Cross,26154.5989909387
Nissan,Kicks,31385.518789126436
Peugeot,2008,19000.0
Ford,Ecosport,15186.541349577308
Kia,Soul,8436.967416431839
Audi,Q8,119000.0
BAIC,X35,28200.0
Nissan,Kicks,18476.958641985726
Jeep,Compass,37957.91640652684
Ford,Territory,32060.476182440983
Chevrolet,Tracker,22000.0
Jeep,Renegade,23300.0
Renault,Duster,9702.512528896614
Ford,Territory,31385.518789126436
Ford,Ecosport,17717.63157450686
Mitsubishi,Outlander,16000.0
Renault,Captur,21721.81631034541
Volkswagen,Taos,31005.855255387003
Ford,Ecosport,19514.705634206843
Renault,Duster,12000.0
Volkswagen,Nivus,28601.31954170393
Toyota,Corolla Cross,36278.9598906569
Jeep,Compass,38135.09440966539
Peugeot,3008,47500.0
Nissan,Kicks,20923.67919275096
Kia,Soul,14900.0
Jeep,Compass,39800.0
Toyota,Hilux SW4,21900.0
Ford,Ecosport,9000.0
Chevrolet,Tracker,20417.461147765047
Volkswagen,Nivus,27841.992474225066
Hyundai,Tucson,10039.991225553887
BMW,X1,18561.328316150044
Nissan,Kicks,20248.72179943641
Ford,Ecosport,12655.451124647756
Kia,Sportage,10000.0
Citroën,C3 Aircross,21936.115282722778
BMW,X1,38500.0
BMW,X6,164900.0
Nissan,Kicks,26800.0
Audi,Q5,42900.0
Renault,Duster,16900.0
Kia,Seltos,36995.0
Chevrolet,Tracker,16030.238091220492
Nissan,Kicks,25732.66625044294
Renault,Duster,11000.0
Renault,Duster,12233.602753826164
Citroën,C4 Cactus,18139.47994532845
Renault,Duster,11389.90601218298
Kia,Soul,10400.0
Ford,Ecosport,14174.105259605487
Citroën,C4 Cactus,18139.47994532845
Chevrolet,Tracker,23329.902299917318
Chevrolet,Tracker,18561.328316150044
Toyota,Hilux SW4,18561.328316150044
Renault,Duster,17717.63157450686
Volkswagen,Nivus,20800.0
Ford,Ecosport,19200.0
Nissan,Kicks,26000.0
Volkswagen,Taos,38641.31076725782
Jeep,Compass,26576.44736176029
Toyota,RAV4,11000.0
Toyota,Hilux SW4,23285.186372610227
Toyota,Corolla Cross,33747.869665727354
Volkswagen,Taos,39500.0
Ford,Ecosport,13920.996237112533
Jeep,Compass,38725.68044142213
Mercedes-Benz,Clase GLE,215000.0
BMW,X5,110000.0
Jeep,Commander,49356.25938612625
Jeep,Compass,21851.74560855846
Honda,HR-V,16873.934832863677
Renault,Duster,13920.996237112533
Jeep,Compass,36700.808261478494
Jeep,Wrangler,124500.0
Ford,Kuga,19000.0
Nissan,Kicks,23623.508766009145
Honda,CR-V,18000.0
Chevrolet,Tracker,25732.708435280023
Fiat,Pulse,7500.0
Chevrolet,Tracker,19300.0
Ford,Ecosport,7508.901000624335
Nissan,Kicks,18561.328316150044
Jeep,Compass,28263.840845046656
Renault,Duster,9702.512528896614
Honda,CR-V,23000.0
BMW,X5,82900.0
Toyota,Land Cruiser,34500.0
Dodge,Journey,9280.664158075022
Ford,Ecosport,18814.437338642998
Kia,Sorento,15500.0
BAIC,X35,26500.0
Audi,Q3,39000.0
Honda,HR-V,21000.0
Volkswagen,T-Cross,33747.78529605319
Toyota,RAV4,15608.3897203989
Ford,Ecosport,15945.868417056174
Citroën,C4 Cactus,20164.352125272093
Peugeot,2008,15599.952752982468
Renault,Captur,18139.47994532845
Volkswagen,Taos,28685.604846194085
Chevrolet,Tracker,15000.0
Haval,Jolion,32900.0
Jeep,Compass,39569.37718306532
Chevrolet,Tracker,13500.0
Jeep,Cherokee,16000.0
Jeep,Wrangler,125000.0
Chevrolet,Tracker,18983.176686971634
Nissan,Kicks,19700.0
Nissan,Kicks,20712.586267991832
Kia,Sportage,9786.882203060932
Hyundai,Tucson,48000.0
Honda,CR-V,10000.0
Jeep,Compass,11800.0
Citroën,C4 Cactus,24889.053878473922
Chevrolet,Tracker,15000.0
Jeep,Renegade,18500.0
Dodge,Journey,14800.0
Nissan,Kicks,19800.0
Volkswagen,Taos,38725.68044142213
Ford,Ecosport,14595.953630427079
Mercedes-Benz,ML,50000.0
Jeep,Compass,33097.886539662184
Honda,HR-V,19826.873428614817
Peugeot,2008,17800.0
Toyota,Corolla Cross,42985.0
Jeep,Grand Cherokee,79500.0
Ford,Kuga,24000.0
BMW,X1,20500.0
Renault,Duster,12571.081450483438
Volkswagen,T-Cross,25268.717412213355
Toyota,Corolla Cross,36278.9598906569
Toyota,SW4,60315.880060071206
Volkswagen,Tiguan,18500.0
Jeep,Compass,37881.98369977895
Honda,HR-V,26998.295732581882
Jeep,Compass,24214.096485159374
Jeep,Compass,31900.0
Peugeot,2008,36700.808261478494
BMW,X6,54000.0
Chery,Tiggo 5,15017.80200124867
Jeep,Renegade,27799.807637142905
Ford,Ecosport,8428.530449015407
Hyundai,Tucson,23800.0
Chevrolet,Tracker,14342.843764237383
Toyota,Hilux SW4,15800.0
Ford,Ecosport,16030.238091220492
Ford,Ecosport,13500.0
Toyota,Corolla Cross,29000.0
Chevrolet,Tracker,30204.258981151816
Volkswagen,Nivus,24382.83583348801
Jeep,Renegade,25310.902249295512
Renault,Captur,19900.0
Ford,Ecosport,22779.81202436596
Fiat,Pulse,29107.53758668984
Peugeot,2008,29445.016283347115
Peugeot,2008,14258.474933769807
Jeep,Renegade,26913.92605841756
Audi,Q5,53000.0
Jeep,Renegade,18700.0
Hyundai,Tucson,15000.0
Chevrolet,Tracker,30794.931069976206
Peugeot,2008,14764.692978755716
Jeep,Compass,24500.0
Hyundai,Tucson,14900.0
Ford,Territory,41847.35838550192
Chevrolet,Tracker,24467.20550765233
Toyota,Corolla Cross,44000.0
Peugeot,2008,30288.7130249903
Renault,Duster,19319.811686887264
Ford,Kuga,12900.0
Toyota,Land Cruiser,71714.22303967061
Chevrolet,Tracker,32010.698074684035
Chery,Tiggo 4 Pro,25900.0
Volkswagen,Tiguan,49693.73808278352
Honda,CR-V,59500.0
Peugeot,2008,14089.735585441169
Peugeot,2008,6000.0
Toyota,Hilux SW4,34000.0
Volkswagen,T-Cross,21505.829944484754
Audi,q5 sportback,126000.0
Volkswagen,Touareg,19500.0
Renault,Duster,10968.057641361389
Chery,Tiggo 3,13800.0
Ford,Explorer,5995.0
Chevrolet,Tracker,14800.0
Toyota,Hilux SW4,59000.0
Renault,Duster,13500.0
Jeep,Compass,34591.566407370534
BMW,X5,80000.0
Hyundai,Tucson,9955.62155138957
Renault,Duster,17717.63157450686
Chevrolet,Tracker,14764.692978755716
Volkswagen,T-Cross,26660.817035924607
Peugeot,3008,29500.0
Ford,Territory,33747.869665727354
Renault,Duster Oroch,16873.934832863677
Volkswagen,Taos,32500.0
Nissan,Kicks,24000.0
Audi,Q3,40000.0
Peugeot,2008,15608.3897203989
Jeep,Cherokee,18000.0
Honda,HR-V,18500.0
Citroën,C4 Cactus,15500.0
Chevrolet,Tracker,25142.162900966876
Dodge,Journey,23000.0
Nissan,Kicks,30027.16703508091
Jeep,Renegade,24500.0
Volkswagen,T-Cross,32895.73595666773
Renault,Koleos,9900.0
Jeep,Compass,36000.0
Audi,Q3,18000.0
Ford,Territory,30794.931069976206
Chevrolet,Tracker,30288.7130249903
Ford,Ecosport,14764.692978755716
Jeep,Compass,15608.3897203989
Jeep,Grand Cherokee,13000.0
Toyota,SW4,60324.31702748764
Renault,Duster,13752.256888783895
Ford,Ecosport,10959.620673944957
Volkswagen,Nivus,25226.532575131194
Toyota,Corolla Cross,35000.0
Volkswagen,T-Cross,24340.65521488956
Volkswagen,Nivus,27841.992474225066
Ford,Ecosport,18561.328316150044
Ford,Ecosport,21092.418541079594
Nissan,Kicks,18561.328316150044
Audi,Q2,55000.0
Volkswagen,T-Cross,26154.5989909387
Hyundai,Tucson,8800.0
Volkswagen,Tiguan Allspace,30794.931069976206
Hyundai,Creta,17294.939506943625
Volkswagen,Tiguan,20248.72179943641
Hiunday,Tucson,21092.418541079594
Jeep,Renegade,32500.0
Citroën,C4 Cactus,15900.0
Toyota,Hilux SW4,18500.0
Renault,Duster,20700.0
Jeep,Renegade,30794.931069976206
Chevrolet,Tracker,17211.41352952095
Audi,Q2,32000.0
Renault,Duster,16452.086462042083
Jeep,Compass,22611.072676037325
Nissan,Kicks,18561.328316150044
Dodge,Journey,22357.96365354437
Volkswagen,T-Cross,21936.115282722778
Chery,Tiggo 4 Pro,26000.0
Ford,Ecosport,6665.204258981152
Chevrolet,Tracker,26576.44736176029
Citroën,C4 Cactus,13900.0
Renault,Duster,14174.105259605487
Toyota,RAV4,31000.0
Dodge,Journey,12500.0
Citroën,C4 Cactus,16789.56515869936
Peugeot,2008,13800.0
Renault,Duster Oroch,15800.0
Jeep,Commander,53870.03864131077
Honda,CR-V,22357.96365354437
Renault,Duster,8900.0
Toyota,SW4,61421.12279162378
Ford,Ecosport,17717.63157450686
Ford,Ecosport,13900.0
Chery,Tiggo,12000.0
Ford,Ecosport,11500.0
Peugeot,2008,16620.82581037072
Peugeot,2008,17295.783203685267
Chevrolet,Tracker,25228.979295681962
Peugeot,2008,13499.147866290941
Chevrolet,Tracker,15500.0
Chery,Tiggo 3,14000.0
Jeep,Compass,33593.22848995157
Citroën,C4 Cactus,20164.352125272093
Dodge,Journey,10039.991225553887
Volkswagen,Taos,31048.040092469164
Honda,CR-V,16200.0
Chevrolet,Tracker,12654.607427906114
Mitsubishi,Outlander,18200.0
Jeep,Renegade,17000.0
BMW,X6,33800.0
Volkswagen,Taos,38801.61314817002
Chevrolet,Tracker,25226.532575131194
Honda,HR-V,37544.50500312168
Kia,Soul,16500.0
Toyota,Corolla Cross,39000.0
Honda,CR-V,25000.0
Chevrolet,Tracker,11811.754383004572
BMW,X5,25000.0
Hyundai,Tucson,8436.967416431839
Chevrolet,Equinox,25310.902249295512
Renault,Captur,15608.3897203989
Chevrolet,Tracker,18000.0
Jeep,Grand Cherokee,43500.0
Ford,Ecosport,13752.256888783895
Honda,CR-V,17600.0
Renault,Duster Oroch,18139.47994532845
Chevrolet,Tracker,14680.323304591398
